question,context,answer_text
Who might go to gail for tax fraud,"Bernadette: Howard, you’re going to jail for tax fraud. Who cares? Sheldon: Before taxes. Raj: We’re both frauds. I’m sorry, I’m a fraud, he’s a fraud. Howard: How are the taxes going? Stuart: Was just doing my taxes. Penny: Well, I don’t have to pay taxes on this stuff. Amy: Is there any evidence of fraud, bigamy, want of understanding? Howard: Just playing video games while Bernie does the taxes. Raj: Bad news, the Nigerian prince may be a fraud. Sheldon: Oh, great. Now I’m worse than a fraud. I’m practically a biologist. Leonard: Would you be willing to read a book that concisely explains how all psychics are frauds? Sheldon: Uh, no, thank you. We now know why MasterCard sent me a fraud alert. Sheldon: No. We are committing genetic fraud. There’s no guarantee that our sperm is going to generate high IQ offspring, think about that. I have a sister with the same basic DNA mix who hostesses at Fuddruckers. Sheldon: I don’t see how a tax lawyer from Fort Lauderdale could be helpful regarding intellectual property. Sheldon: The theory is that if you really tax your brain, the neurofibers will become thicker and the glial cells more lustrous. Howard: A new one? Unbelievable. They just keep making up more cheesy monsters, slapping them on cards and selling them at 25 bucks a pop. It’s like a secret tax on guys who can’t get laid. Sheldon: What matters is the greatest scientific achievement of my life is based on a blunder. I’m not a genius, I’m a fraud. Sheldon: You know, I have a good mind to stop paying my taxes. It’s too bad I enjoy doing them so much. The Air Force did it again. They’re erasing our lives. Sheldon: My expenses account for 46.9% of my after-tax income. The rest is divvied up between a small savings account, this deceptive container of peanut brittle and the hollowed-out buttocks of a superhero action figure who shall remain nameless for his own protection. Or her own protection. Take some.",Howard
Who had plans to live on Mars,"Sheldon: Or if they accept Daddy’s application to live on Mars. Amy: You know, Sheldon, at any other time, learning that you had plans to go live on Mars would be a slow news day. But a couple of hours ago, we were getting a turtle. And silly as it sounds, I thought that meant something. Leonard: For some reason, we’re planning a future where we both live with Sheldon forever. Sheldon: Oh, I know. We could be the first to plant a flag on Mars. We could be the first to watch Mars Attacks! on Mars. We could be the first to say good lord, what on Mars are you talking about? Raj: And it was Gandhi who said, live as if you were to die tomorrow. Learn as if you were to live forever. Sheldon: My plan is to stop at malls and buy what I need. It’s called living off the land. Alex: Oh, I know, I’m the one who had to buy him the helmet. So, do you have any plans this weekend? Amy: Are you asking me to go to Mars with you? Page: The Mars Rover? Leonard: Yeah, I’m sorry, too. We’re about to share the rest of our lives together. It’s our money, who cares who has it? : Who lives in a pineapple. Nope. Howard: Excuse me. Why is there a sticker on this? It’s my TARDIS from Doctor Who. I was planning on moving it in the house. Penny: Yeah, no, I meant plans to find some place to live. Other than with me, not that I don’t love having you, but it’s… a little crowded. Voice from TV: The possibility of life on Mars has long fascinated scientists and laypersons alike. It’s unclear how the Mars Rover got into the crevice, but one thing’s certain, the data which it has sent back contain the first clear indications that there may have been life on Mars. It’s a scientific discovery that has staggering implications for all mankind. Unfortunately, we’ll never know who’s responsible. Amy: You know what? Go to Mars, Sheldon. Girl: He said that I could drive a car on Mars. Sheldon: Did I say Mars Rover? Leonard: I’ll bet he’s some loser who lives with his parents. Penny: Well, not as nuts as the guy who chooses to live with him. Sheldon: Well, wait. This is our first fight as a couple who live together.",Sheldon
Who wanted to live on Mars,"Sheldon: Or if they accept Daddy’s application to live on Mars. Leonard: We both have people in our lives who… want to nip intestinal polyps in the bud. Sheldon: Oh, I know. We could be the first to plant a flag on Mars. We could be the first to watch Mars Attacks! on Mars. We could be the first to say good lord, what on Mars are you talking about? Howard: A world I don’t want to live in. Seriously, I no longer want to live in this world. Raj: And it was Gandhi who said, live as if you were to die tomorrow. Learn as if you were to live forever. Howard: No, but I want to live here. Leonard: Since when don’t you want to live with me? Amy: Are you asking me to go to Mars with you? Page: The Mars Rover? Penny: Sorry. Okay, who wants syrup and who wants cinnamon sugar? Leonard: Yeah, I’m sorry, too. We’re about to share the rest of our lives together. It’s our money, who cares who has it? : Who lives in a pineapple. Nope. Leonard: Well, well, we might want to live together. Howard: You want to let him live here? Voice from TV: The possibility of life on Mars has long fascinated scientists and laypersons alike. It’s unclear how the Mars Rover got into the crevice, but one thing’s certain, the data which it has sent back contain the first clear indications that there may have been life on Mars. It’s a scientific discovery that has staggering implications for all mankind. Unfortunately, we’ll never know who’s responsible. Amy: You know what? Go to Mars, Sheldon. Girl: He said that I could drive a car on Mars. Sheldon: Did I say Mars Rover? Leonard: I’ll bet he’s some loser who lives with his parents. Penny: Well, not as nuts as the guy who chooses to live with him.",Sheldon
The final episode of Fun with Flags was,"Sheldon: Hello. I’m Doctor Sheldon Cooper, and welcome to Sheldon Cooper presents Fun with Flags, the final episode flagtacular. I knew it was coming. Still scary. Now, I’m sure you’re thinking, the final episode? Who will stand between us and flag ignorance? Sheldon: Good news. Uh, the latest episode of Fun with Flags is online. Together: Fun with flags, fun with flags. Sheldon: Now, today’s episode of Fun with Flags is not fun, but it is important. Flags: you gotta know how to hold ’em, you gotta know how to fold ’em. Let’s start by identifying the parts of our flag. This edge is the hoist, and it’s used to… : It’s fun with flags, behind the flags, a retrospective. Flags. Together: Fun with Flags: Behind the Flags: A Retrospective. Together: Fun with Flags: Behind the Behind the Flags: A Retrospective Retrospective. Together: Fun with flags. Sheldon: I posted the last episode of Fun with Flags hours ago, and not a single person cared enough to comment. All that effort for nothing. Sheldon: You told me not to call, and I didn’t know how else to give you the good news. Fun with Flags is back, and you can be in the next episode. Sheldon: And welcome to a special retrospective, where we will take a look back at the history of Fun with Flags on an episode we’re calling… Sheldon: Speaking of cowboys, do you know what country has not one but two cows on its flag? The tiny landlocked nation of Andorra. Oh, the next classic episode of Sheldon Cooper Presents Fun with Flags is writing itself. Sheldon: Fun and information are two sides to this video podcast, not unlike the only two-sided state flag, Oregon. Oh, look. Hello, Mr. Beaver. In future episodes, we’ll answer some burning questions. What’s the only non-rectangular flag? What animal appears most often on flags? What animal appears second most often on flags? And more. Amy: Since we’re live, you’ll finally be able to reach out to us with your flag thoughts and flag questions. Amy: Oh. Hello, you’re on Fun with Flags. Amy: So, in the spirit of cohabitation, the theme of today’s episode is flags of two regions coming together as one. Such as the flag of St. Kitts and Nevis. Together: Dr. Sheldon Cooper’s Fun With Flags. Both: Dr. Sheldon Cooper’s Fun with Flags. Amy: Sheldon, I am not doing Fun With Flags with you. Amy: Oh. Uh, we-we have another caller. Hi. You’re on Fun with Flags.",flagtacular
What was the last episode of Fun with Flags,"Sheldon: I posted the last episode of Fun with Flags hours ago, and not a single person cared enough to comment. All that effort for nothing. Sheldon: Good news. Uh, the latest episode of Fun with Flags is online. Together: Fun with flags, fun with flags. Sheldon: Now, today’s episode of Fun with Flags is not fun, but it is important. Flags: you gotta know how to hold ’em, you gotta know how to fold ’em. Let’s start by identifying the parts of our flag. This edge is the hoist, and it’s used to… : It’s fun with flags, behind the flags, a retrospective. Flags. Together: Fun with Flags: Behind the Flags: A Retrospective. Together: Fun with Flags: Behind the Behind the Flags: A Retrospective Retrospective. Together: Fun with flags. Sheldon: You told me not to call, and I didn’t know how else to give you the good news. Fun with Flags is back, and you can be in the next episode. Sheldon: And welcome to a special retrospective, where we will take a look back at the history of Fun with Flags on an episode we’re calling… Sheldon: Speaking of cowboys, do you know what country has not one but two cows on its flag? The tiny landlocked nation of Andorra. Oh, the next classic episode of Sheldon Cooper Presents Fun with Flags is writing itself. Sheldon: Hello. I’m Doctor Sheldon Cooper, and welcome to Sheldon Cooper presents Fun with Flags, the final episode flagtacular. I knew it was coming. Still scary. Now, I’m sure you’re thinking, the final episode? Who will stand between us and flag ignorance? Sheldon: Fun and information are two sides to this video podcast, not unlike the only two-sided state flag, Oregon. Oh, look. Hello, Mr. Beaver. In future episodes, we’ll answer some burning questions. What’s the only non-rectangular flag? What animal appears most often on flags? What animal appears second most often on flags? And more. Amy: Oh. Hello, you’re on Fun with Flags. Amy: So, in the spirit of cohabitation, the theme of today’s episode is flags of two regions coming together as one. Such as the flag of St. Kitts and Nevis. Together: Dr. Sheldon Cooper’s Fun With Flags. Both: Dr. Sheldon Cooper’s Fun with Flags. Amy: Sheldon, I am not doing Fun With Flags with you. Sheldon: Well, my little flag-keteers, it looks like the last episode of Fun with Flags is at an end. If I could, I would run each and every one of you viewers up a flagpole and salute you. And if you touched the ground, burn you. I’d like to take a moment to personally thank Dr. Amy Farrah Fowler, who you may or may not know is the first woman to co-host a flag or banner-related Internet info-tainment show. Amy: Oh. Uh, we-we have another caller. Hi. You’re on Fun with Flags.",flagtacular
What is the name of the final episode of Sheldon Cooper Fun with Flags,"Sheldon: Hello. I’m Doctor Sheldon Cooper, and welcome to Sheldon Cooper presents Fun with Flags, the final episode flagtacular. I knew it was coming. Still scary. Now, I’m sure you’re thinking, the final episode? Who will stand between us and flag ignorance? Together: Dr. Sheldon Cooper’s Fun With Flags. Both: Dr. Sheldon Cooper’s Fun with Flags. Sheldon: Good news. Uh, the latest episode of Fun with Flags is online. Sheldon: Speaking of cowboys, do you know what country has not one but two cows on its flag? The tiny landlocked nation of Andorra. Oh, the next classic episode of Sheldon Cooper Presents Fun with Flags is writing itself. Together: Fun with flags, fun with flags. Sheldon: Hello. I’m Dr. Sheldon Cooper, and welcome to the premiere episode of Sheldon Cooper Presents Fun with Flags. Over the next 52 weeks, you and I are going to explore the dynamic world of vexillology. Sheldon: Now, today’s episode of Fun with Flags is not fun, but it is important. Flags: you gotta know how to hold ’em, you gotta know how to fold ’em. Let’s start by identifying the parts of our flag. This edge is the hoist, and it’s used to… Sheldon: No, I’m a little rattled. But like the flag over Fort Sumter, I’m still here. And, take two. Hello. I’m Dr. Sheldon Cooper, and welcome to the premiere episode of Sheldon Cooper Presents Fun with Flags. Over the next 52 weeks, you and I are going to explore the dynamic world of vexillology. : It’s fun with flags, behind the flags, a retrospective. Flags. Together: Fun with Flags: Behind the Flags: A Retrospective. Sheldon: I posted the last episode of Fun with Flags hours ago, and not a single person cared enough to comment. All that effort for nothing. Sheldon: You told me not to call, and I didn’t know how else to give you the good news. Fun with Flags is back, and you can be in the next episode. Sheldon: And welcome to a special retrospective, where we will take a look back at the history of Fun with Flags on an episode we’re calling… Together: Fun with Flags: Behind the Behind the Flags: A Retrospective Retrospective. Together: Fun with flags. Sheldon: Fun and information are two sides to this video podcast, not unlike the only two-sided state flag, Oregon. Oh, look. Hello, Mr. Beaver. In future episodes, we’ll answer some burning questions. What’s the only non-rectangular flag? What animal appears most often on flags? What animal appears second most often on flags? And more. Sheldon: Hello, I’m Dr. Sheldon Cooper. Welcome to Sheldon Cooper Presents Fun with Flags. Get ready for a very special episode where we explore the flags of the popular entertainment franchise, Star Trek. And to help us, I’m pleased to introduce a special guest, surprisingly, it only took gas money and the promise of free food to get him here, Mr. LeVar Burton. Amy: Sheldon, I am not doing Fun With Flags with you. Amy: Since we’re live, you’ll finally be able to reach out to us with your flag thoughts and flag questions.",flagtacular
Raj is very close with his,"Raj: You better be. No jokes about how close I am with my dog. Or the truth about how close I am with my dog. Raj: Nice close up, by the way. Raj: Someone should really close that loading door. Raj: Yeah, I think we’re getting close. Raj: I can’t get Emily’s night-stand to close. Raj: I keep telling you, close the bathroom door. Hi Raj. Leonard: You know, thanks for closed-captioning my pain, Raj. Sheldon: You’re so close. Amy: That was a close one. Howard: That was a close one. Howard: That was close. Sheldon: Close! Neeeeeoooooowwwww! Howard: Neither of them are close. Bernadette: We’re really not that close. Amy: Not even close. Page: It’s closed. Sheldon: That’s close enough. Raj: Yes. Also, don’t forget to close the toilet or she’ll drink out of it. Raj: Ooh, I’ll, uh, text Stuart, let him know we’re close.",dog
People often joke about Raj and how close he is to his,"Raj: You better be. No jokes about how close I am with my dog. Or the truth about how close I am with my dog. Past Leonard: If people don’t go in there, and you’re people, and… You are people, aren’t you? Making a joke. Raj: But remember our agreement? You can joke about murdering people, but you have to say just kidding. Sheldon: People usually start a meeting with a joke, but you go ahead, end with one. Sheldon: Excuse me. No one does a better job pretending to be a person than I do. Siri comes close, but I know more jokes. Raj: I wasn’t joking. Raj: The people from People. Raj: That’s two, dude. Write your own jokes. Raj: Sorry, go ahead and make your joke. Raj: Nice close up, by the way. Raj: Someone should really close that loading door. Raj: Yeah, I think we’re getting close. Raj: Yeah, well, sometimes your jokes hurt. Raj: No jokes about the year I took ballet. Raj: Why me, of all people? Raj: It’s not what I have, it’s how many people I’m having it with. Raj: Okay, let me have it. Let’s hear all the Raj is a girl jokes. Raj: Why? So you can make jokes about cutting open my brain? Raj: Peer review? It’s People magazine. People picked me. Raj: I can’t get Emily’s night-stand to close.",dog
Who uses a inhaler,"Penny: Did you bring enough inhalers? Sheldon: Oh. You said I’m not using my space, so I’m using it. Leonard: Damn, I need my inhaler. Leonard: Penny, have you seen my good inhaler? Sheldon: Seems unlikely. Did you bring your asthma inhaler? Penny: Did you tell her about your lucky asthma inhaler? Howard: Leonard, you can get a little asthma inhaler. Leonard: Found the backup inhaler, want to have sex? Sheldon: Maybe when I publish it, I’ll include an inhaler. Cookies! Sheldon: So he’s using his money to attract a mate. Is that any different than me using my intelligence to attract Amy? Or Leonard using his power of grovelling to get Penny? Leonard: If we find my backup inhaler, maybe we can get frisky. Penny: Okay, great. Hey, I just remembered. I still got one of your inhalers. Sheldon: I was using the bathroom. Sheldon: This is money I’m not using. Dave: Oh, thanks. It’s, uh, Avogadro’s constant. It’s useful for calculating the number of atoms in a substance, or causing regret in anyone who asks about it. Leonard: I’ve got my helm of lordly might, my boots of speed, and if things get too exciting, my inhaler of asthma. Raj: It’s pretty cool, they’ve got me in with a guy who’s doing something about hunger in Indonesia, and a psychotherapist who’s using dolphins to rehabilitate prisoners, and Ellen Page, star of the charming independent film Juno. Leonard: He’s not braver than whoever uses the bathroom after The Thing? Bernadette: Maybe he uses Kryptonite.",Leonard
Who had old string theory books,"Sheldon: Gentlemen, is anybody interested in my old string theory books? Sheldon: Well, she might be interested to know that I have refocused my research from bosonic string theory to heteronic string theory. Sheldon: How dare the university force me to go back to string theory? Sheldon: No. She helped Barry Kripke make an advancement in string theory. Sheldon: Senior theoretical particle physicist at CalTech, focusing on M theory, or, in layman’s terms, string theory. Leonard: Well, with the exception of string theory, not much has happened since the 1930’s, and you can’t prove string theory, at best you can say “hey, look, my idea has an internal logical consistency.” Sheldon: I’m writing an appeal to the Faculty Senate, so that I can move on from string theory. Amy: I’m sorry, I just needed a break from hearing you obsess about what to do after string theory. Sheldon: Oh, really? When I was doing string theory and hit a dead end, why didn’t you try to help me? Sheldon: Oh, I’m working on time-dependent backgrounds in string theory, specifically quantum field theory in D-dimensional de Sitter space. Leonard: You know, there’s a foundational idea in string theory that the whole universe may be a hologram. Leonard: I guess we let them wait until they’re old enough and let them choose their own theory. Sheldon: Thank you. I assume you’d like to reopen our dialogue about the university forcing me to continue with string theory? Sheldon: A requirement for string theory, or M-theory, if you will, is the existence of such monopoles. I, myself, led an expedition to the Arctic Circle in search of said particles. Kripke, I found the nozzle! I’m going to kill you! Leslie: Hang on a second. Loop quantum gravity clearly offers more testable predictions than string theory. Amy: Um, used to be string theory, now it’s dark matter. But let’s not discuss Sheldon. Let’s get back to you. Sheldon: Awful. They’re allowing me to move on from string theory, but they made me a junior professor and are requiring me to teach a class. : I’ve got it! I finally reconciled the black hole information paradox with my theory of string-network condensates! Sheldon: That’s actually not bad advice. You know, I didn’t seek out string theory. It just hit me over the head one day. Leonard: You mean for someone who’s into comic books?",Sheldon
Who had food poisoning,"Sheldon: You know, I’m not the only one who’s unpleasant when they’re sick. When Penny got food poisoning, she threw up so loudly I could barely hear the television. Bernadette: Your mother just taught it to me. She thinks she got food poisoning from that deli and she just wanted to make sure I was okay. Howard: Ma always kept it on hand, in case I got sick. She thought she could cure anything with her cooking. Even the time I got food poisoning. From her cooking. Sheldon: Well, I suppose I could poison Kripke. Sheldon: This is Greek food? Leonard, you hate Greek food. Sheldon: If we were, the food would be better. Raj: It has more food too. Amy: Get your food. Leonard: So what? It’s the same food. Raj: Three times. He begged the Fox network not to cancel Firefly. He begged the TNT network to cancel Babylon 5. And when he got food poisoning at the Rose Bowl Parade, he begged a deity he doesn’t believe in to end his life quickly. Raj: You’d have no girlfriend to see you naked, you’d try to fill the void with food, and I’m an enabler who once deep-fried a pancake. Sheldon: Uh, yes, but anyone who knows anything about the dynamics of bacterial growth knows to pick up their refrigerated foods on the way out of the supermarket. Raj: I know they’re poison, but they look like big, yummy otter pops. Raj: Well, Howard eating that pistachio was like when King Joffrey got poisoned. Leonard: You’re right. I mean, he decides what TV shows we watch, what food we eat, who my favourite hobbit is. I wanted Frodo, but we can’t both have Frodo, so guess who’s stuck with Samwise Gamgee. Sheldon: This is Thai food. Leonard: Then why did you have Chinese food with us? : That’s it? There’s not enough food. Penny: How about Thai food? Penny: This food is amazing.",Howard
The gas station suchi caused who food poisoning,"Leonard: The, the gas station across the street. Sheldon: After you used the facilities at the gas station, did you make a purchase? Howard: Can I say just one more thing? I had some kind of food poisoning that day. Sure, in retrospect, gas station sushi, maybe not the best choice. Nor was climbing out your window and running away. But I think we can all understand how humiliating that was, and I’d really appreciate it if we could move on. Sheldon: You know, I’m not the only one who’s unpleasant when they’re sick. When Penny got food poisoning, she threw up so loudly I could barely hear the television. Leonard: Come on, let’s just start walking. There’s got to be a gas station or something nearby. Raj: A successful quest. Now let’s go find a gas station with a clean bathroom. Bernadette: Your mother just taught it to me. She thinks she got food poisoning from that deli and she just wanted to make sure I was okay. Leonard: Well, okay, with the Indian food, the pizza, the Thai food, the tank of gas, the frozen yogurt and your rent, uh, a little over fourteen hundred dollars. Howard: Ma always kept it on hand, in case I got sick. She thought she could cure anything with her cooking. Even the time I got food poisoning. From her cooking.  Sheldon: You know who else said that? Every cocky T. Rex currently swimming around in the gas tank of your car. Penny: Oh, and there’s not even a bathroom on set. I have to go to the gas station across the street. I mean, I was dressed like half an ape and still not even close to the most disgusting person in there. Leonard: Oh, I hope they let us in soon. I’m tired of running to the gas station to use the bathroom. The guy makes me buy a Gatorade every time. It’s a vicious circle. Leonard: So, gas. Penny: ‘Cause it’s stupid. Who cares what number it is? Howard: ‘Cause I’m an idiot who didn’t think this through. Howard: Anywhere but the Space Station. On a good day, dinner was a bag full of meat loaf. But, hey, you don’t go there for the food, you go there for the view. Amy: I trained Ricky how to smoke. I can train him to shoot a poison dart. No jury would convict us ’cause people love monkeys. Leonard: No. Lactose. Gas. Penny: Do you know how much gas is?",Howard
Who left and vocie mail for Stephen Hawking,"Sheldon: I drank alcohol and may have left an unfortunate voice mail for Stephen Hawking. Howard: Believe me, I know. The e-mail I got was from the office of Stephen Hawking. Raj: Mmm, Greek food on pizza night? This is the most delightfully cruel thing we’ve done to Sheldon since we left that fake message from Stephen Hawking on his voice mail. Sheldon: It’s Stephen Hawking. Stephen Hawking: What a jackass. Stephen Hawking. Howard: Why would he chain up Stephen Hawking? Stephen Hawking: Well, hello there. Sheldon: Stephen Hawking hates me. Scene: Stephen Hawking’s office. Scene: Stephen Hawking’s office. Scene: Stephen Hawking’s office. : Hello, Sheldon. Sheldon: Does Stephen Hawking roll through the quad? Stephen Hawking: Do you like brain teasers? : Hello, Sheldon. Amy: Are you really worried about revealing secrets to Stephen Hawking? Howard: It’s a Stephen Hawking lecture from MIT in 1974. Stephen Hawking: Oh, brother, you should see the look on your faces. Stephen Hawking: I like your paper very much. The premise is intriguing.",Sheldon
Who drank alcohol and left an unfortunate voice mail,"Sheldon: I drank alcohol and may have left an unfortunate voice mail for Stephen Hawking. Leonard: No! There, it went to voice mail. Raj: Mmm, Greek food on pizza night? This is the most delightfully cruel thing we’ve done to Sheldon since we left that fake message from Stephen Hawking on his voice mail. Voice Inside: Who is it? : I ate the cherry. All that’s left is green. : Who is it?! Howard: He drank from Leonard’s glass. Sheldon: Alcohol? I don’t drink alcohol. : Leonard, bear left and continue on Interstate 210. Amy: Oh, and, uh, check this out. I took the liberty of scripting a new outgoing voice mail message for both of us. Sheldon: I drank milk that tasted funny. : Who’s there? Are you a sex criminal? Sheldon: The telephone. You know, Leonard, in your own simple way, you may be the wisest of us all. Voice mail. Curiouser and curiouser. Sheldon: No, Leonard said nothing, but who knows what goes on over here when he pretends your mail was misdelivered. Bert: It’s hard to say. I don’t remember much after I drank it. Raj: I’m not an alcoholic. Penny: Do you have any alcohol? Leonard: You got alcohol? Sheldon: We’re all out of alcohol. Sheldon: Alcohol.",Sheldon
Sheldon left an unfortunate voice mail for whom,"Sheldon: I drank alcohol and may have left an unfortunate voice mail for Stephen Hawking. Leonard: No! There, it went to voice mail. Raj: Mmm, Greek food on pizza night? This is the most delightfully cruel thing we’ve done to Sheldon since we left that fake message from Stephen Hawking on his voice mail. : I ate the cherry. All that’s left is green. : Leonard, bear left and continue on Interstate 210. Sheldon: Who’s going to tell whom about what? Sheldon: The telephone. You know, Leonard, in your own simple way, you may be the wisest of us all. Voice mail. Curiouser and curiouser. Amy: Oh, and, uh, check this out. I took the liberty of scripting a new outgoing voice mail message for both of us. Sheldon: Unfortunately, we weren’t able to convince him to go to rehab. Sheldon: Hmm. I know exactly what you should do. Unfortunately, I cannot tell you. Sheldon: And you never answered me. So who owes whom an apology now? Penny: The one from whom I live across the hall from. Sheldon: I was going to get my mail. Sheldon: Open the mail! , I’m using it. Priya: Oh, too bad. Although I do know one person for whom that’s good news. Sheldon: There is a fine line between wrong and visionary. Unfortunately you have to be a visionary to see it. Sheldon: Be sure to check the mail. Sheldon: I left them in the bowl. Sheldon: Yet another child left behind.",Stephen Hawking
Who wanted something romantic to celebrate the first date,"Penny: Yeah. Hey, how come you’ve never done anything romantic to celebrate our first date? Howard: Well, tonight is the anniversary of our first date, and I wanted to celebrate it by writing a song for you. Howard: No, I want this to be romantic. Sheldon: Then, this is my first date. Raj: I don’t want to celebrate. Raj: I am a man who can’t talk to women, trying to figure out how to go on a romantic date with a girl who suffers from such crippling social anxiety she can’t be around other people. Leonard: So, do they have a name for a first date with someone you used to go out with? Penny: You’re dating somebody, who is it? Leonard: Thank you. What did she mean, she’s happy for me? Is she happy because I’m seeing someone, or is she happy because she thinks that I’m happy, because anyone who cared for someone would want them to be happy, even if the reason for their happiness made the first person unhappy. You know, because the second person, though happy, is now romantically unavailable to the first person. Sheldon: Your first date? Did you even measure her walls? Amy: Our-our first date was at a coffee shop. Penny: Well, you want a date, pick a date. Amy: I’m sorry. Who are you dating? Howard: The Angels wanted an astronaut to throw out the first pitch, so guess who they called? Amy: Can you believe it’s been five years since our first date? Raj: Not my best first date. Yeah, but not my worst, either. Howard: Okay, who’s up first? Bernadette: Who’s Siri? Is he dating somebody new? Howard: Next week is the anniversary of my first date with Bernadette. Raj: It was our first date, there was an awkward silence. What was I supposed to say?",Penny
The new assistant named Alex is a boy or girl,"Amy: Sheldon told me he had a new assistant named Alex. He didn’t mention that Alex was a girl. Ms Jenson: I’m Alex, Dr. Cooper’s new assistant. Alex: I’m Alex, Dr. Cooper’s assistant. Can I help you? Amy: It’s your assistant Alex, isn’t it? Alex: Last name? HR Woman: I called you in today because your assistant Alex Jensen has lodged a complaint against you. Second girl: What’s your names? Penny: How about boys versus girls? Penny: Some girl named Mandy. Howard: A boy-girl party? Howard: New puzzle, Ma. Same name. One N, two D’s, three O’s. Howard: They gave him an assistant? If I want a new pen I have to go to the bank with wire cutters. Sheldon: I’m making friends with this little girl. What’s your name? Howard: She’s just kidding, boys and girls. Everyone gets cake. Penny: All right, then break it off with the new girl. Assistant: No. Assistant: Good. Howard: No, no, no, it’s a boy-girl party, this Flash runs solo. Penny: So sleep with the new girl and lie to Priya. Howard: I’m not sure if I’m hoping for a boy or a girl. I mean, if it’s a boy, I’m gonna have to teach him to play catch. Which means I’m gonna have to google how to play catch. If it’s a girl, I mean, they’re so innocent and you know how guys are.",girl
Is the new assistant named Alex is a boy or girl,"Amy: Sheldon told me he had a new assistant named Alex. He didn’t mention that Alex was a girl. Ms Jenson: I’m Alex, Dr. Cooper’s new assistant. Alex: I’m Alex, Dr. Cooper’s assistant. Can I help you? Amy: It’s your assistant Alex, isn’t it? Alex: Last name? HR Woman: I called you in today because your assistant Alex Jensen has lodged a complaint against you. Second girl: What’s your names? Penny: How about boys versus girls? Penny: Some girl named Mandy. Howard: A boy-girl party? Howard: New puzzle, Ma. Same name. One N, two D’s, three O’s. Howard: They gave him an assistant? If I want a new pen I have to go to the bank with wire cutters. Sheldon: I’m making friends with this little girl. What’s your name? Howard: She’s just kidding, boys and girls. Everyone gets cake. Penny: All right, then break it off with the new girl. Assistant: No. Assistant: Good. Howard: No, no, no, it’s a boy-girl party, this Flash runs solo. Penny: So sleep with the new girl and lie to Priya. Howard: I’m not sure if I’m hoping for a boy or a girl. I mean, if it’s a boy, I’m gonna have to teach him to play catch. Which means I’m gonna have to google how to play catch. If it’s a girl, I mean, they’re so innocent and you know how guys are.",girl
Sheldon learned from a what television show on PBS,"Sheldon: If I’ve learned anything from British television shows on PBS, it’s that servants dine downstairs with their own kind. Sheldon: Unlikely. That’s a television show, Leonard. Sheldon: This is my girlfriend, Amy. Amy, this is television legend Arthur Jeffries. His science show inspired millions of children. Sheldon: Have you learned anything? Amy: How about the theme song to the classic television show Diff’rent Strokes? Now the world don’t move to the beat… Sheldon: They’d just be so much more comforting if they came out of a television. Sheldon: You once had Leonard and me get your television from your ex-boyfriend. Sheldon: Excuse me. Starting to watch a television show that might run for years isn’t a decision to take lightly. I’m wrestling with a big commitment issue here. Sheldon: I did learn how to swim. Leonard: Yes, you are, you’re meant to learn how to drive. Please learn how to drive! Sheldon: Oh, I learned how. Amy taught me. Sheldon: Another compliment! Learn to recognize them. Sheldon: All right, back to learning. Sheldon: She’s learning English from TV. Sheldon: You’re going to have to learn to do these things for yourself, Penny. Bert: Eh. Who needs her when I have you guys? Rock show! Rock show! Rock show! Rock show! Rock show! Rock show! Rock sho-o-o-o-o-ow! Television voice: Up next Babylon 5. Howard: Learning anything? : Is that woman Aishwarya Rai? Scene: The apartment. Sheldon is learning Finnish.",British
Who's office hard a webcam conversation with the International Space Station,,Bernadette
There was a webcam conversation between the International Space Station and,"Scene: Webcam conversation between Bernadette’s Office and the International Space Station Scene: Webcam conversation between Bernadette’s Office and the International Space Station Scene: Webcam conversation between Bernadette’s Office and the International Space Station Scene: Webcam conversation between Bernadette’s Office and the International Space Station . Howard: No, but I did go to the International Space Station. Scene: The International Space Station. Scene: The International Space Station Scene: The International Space Station Scene: The International Space Station Scene: The International Space Station. Howard: So, this spring, I get to go to the International Space Station. Bernadette: In May you’re gonna be on the International Space Station. Scene: Cutting between the International Space Station and the Bernadette’s apartment. Scene: Cutting between the International Space Station and the Bernadette’s apartment. Leonard: Well, he’s not wrong. Howard did go to the International Space Station. Voice: Houston, International Space Station. We have a little situation up here. We’d like to make an unscheduled space walk. Leonard: Mm-hmm, International Space Station. 250 miles that way. Howard: I’ve been offered a chance to go up to the International Space Station for three weeks. What are your thoughts on that? Raj: If you look carefully at Venus, you should be able to see the International Space Station pass by.",Bernadette
Al-Ghazali was suggested to be what,"Leonard: Is she suggesting what I think she’s suggesting? Sheldon: I suggest you go through with it. Sheldon: What are you suggesting? You’re playing D&D. You’re playing D&D. This whole apartment is playing D&D. Raj: That was a lousy suggestion. Amy: I then suggested a pub. Raj: It was just a suggestion. Howard: This is one of my favourite places to kick back after a quest, they have a great house ale. Amy: Beatles, boring. Eminem, scary. Weird Al? How old are you? Neil Diamond? Leonard: Oh, I’m flattered. So, how do you suggest we proceed? Amy: I suppose that’s fair. What do you suggest? Sheldon: Are you suggesting I play dirty? Sheldon: Are you suggesting I sleep on the couch. Amy: He was really angry that you suggested he move out. Sheldon: I suggest no liquids after 11pm. Seibert: No, and stop installing suggestion boxes everywhere. Leonard: Okay, fine, what do you suggest? Penny: I’m suggesting there might be something you could do about Amy’s urges? Raj: Actually, I was going to suggest me. Leonard: Are you suggesting another bout of stress release.",Aristotelian
