Query,relevant_transcript,relevance_score,old query
the Hawking excitation,(10 9) Sheldon: Professor Hawking.,1,
the Hawking excitation,(6 6) Sheldon: It’s Stephen Hawking.,1,
the Hawking excitation,(5 21) Hawking: Are you saying I do?,2,
the Hawking excitation,(9 8) Raj: This is exciting.,0,
the Hawking excitation,(5 21) Scene: Stephen Hawking’s office.,2,
the Hawking excitation,"(5 21) Hawking: Great, another fainter.",2,
the Hawking excitation,(7 20) Scene: Stephen Hawking’s office.,1,
the Hawking excitation,(7 20) Scene: Stephen Hawking’s office.,1,
the Hawking excitation,(7 20) Stephen Hawking: What a jackass.,1,
the Hawking excitation,(6 6) Sheldon: Stephen Hawking hates me.,1,
the Hawking excitation,"(6 24) Penny: Wow, Hawking. Good for you.",1,
the Hawking excitation,(9 16) Amy: This is so exciting.,0,
the Hawking excitation,"(8 14) Stephen Hawking: Well, hello there.",2,
the Hawking excitation,"(5 21) Leonard: Yeah, he worships Hawking.",1,
the Hawking excitation,(8 20) Leonard: This is exciting.,0,
the Hawking excitation,"(4 20) Priya: Oh, it’s so exciting.",0,
the Hawking excitation,(10 4) Amy: Oh. This is so exciting.,0,
the Hawking excitation,(6 6) Howard: You ever hear back from Hawking?,1,
the Hawking excitation,(9 12) Howard: Oh. He was so excited.,0,
the Hawking excitation,(6 21) Penny: I liked it. I’m excited.,0,
the Hawking excitation,(5 21) Hawking: That’s nice. Too bad it’s wrong.,2,
the Hawking excitation,(8 17) Amy: We have some exciting news.,0,
the Hawking excitation,(7 14) Leonard: Good. This is exciting.,0,
the Hawking excitation,(6 6) Stephen Hawking: Do you like brain teasers?,1,
the Hawking excitation,"(9 17) Stephen Hawking (on Skype): Hello, Sheldon.",2,
the Hawking excitation,"(5 9) Sheldon: Quick, what does a hawk sound like?",0,
the Hawking excitation,"(10 9) Stephen Hawking (on skype): Hello, Sheldon.",2,
the Hawking excitation,(7 17) Bernadette: You excited for Texas?,0,
the Hawking excitation,(8 21) Leonard: Yeah. I’m excited to help.,0,
the Hawking excitation,(6 8) Howard: Why would he chain up Stephen Hawking?,1,
the Hawking excitation,(8 22) Leonard: Nope. It’s pretty exciting.,0,
the Hawking excitation,"(6 6) Sheldon: Oh, but I want to be Hawking’s friend.",1,
the Hawking excitation,(10 9) Hawking: It’s fine. I’ve been on The Simpsons.,1,
the Hawking excitation,(9 11) Caption: THE OPENING NIGHT EXCITATION,0,
the Hawking excitation,"(9 17) Leonard: Ready when you are, Professor Hawking.",1,
the Hawking excitation,(5 21) Sheldon: Now will you give my paper to Hawking?,1,
the Hawking excitation,(7 20) Bernadette: I’m excited to meet Emily.,0,
the Hawking excitation,"(6 1) Howard: I’m excited to talk to you, too.",0,
the Hawking excitation,(5 21) Howard: I’ll give your paper to Professor Hawking.,2,
the Hawking excitation,"(9 16) Bernadette: Yeah, it’s all real exciting.",0,
the Hawking excitation,"(6 6) Sheldon: Professor Hawking, how nice of you to call.",1,
the Hawking excitation,(10 4) Sheldon: Does Stephen Hawking roll through the quad?,1,
the Hawking excitation,"(5 21) Sheldon: Please, please, please let me meet Hawking.",2,
the Hawking excitation,"(8 19) Amy: Well, that was an exciting 40 seconds.",0,
the Hawking excitation,"(10 9) Penny: I, I knew the answer. I got excited.",0,
the Hawking excitation,"(7 24) Leonard: Hi, Mom. I have some exciting news.",0,
the Hawking excitation,"(6 6) Stephen Hawking: Or should I say Dr. Loser? Ha, ha, ha.",1,
the Hawking excitation,(1 1) Howard: It’s a Stephen Hawking lecture from MIT in 1974.,1,
the Hawking excitation,"(5 21) Sheldon: I’m not asking for me, I’m asking for Hawking.",2,
the Hawking excitation,(5 12) Sheldon: What if they simply don’t excite me?,0,
the Hawking excitation,(10 3) Bernadette: But I thought I’d be more excited.,0,
the Hawking excitation,"(5 21) Leonard: So, come on, how was the first day with Hawking?",2,
the Hawking excitation,"(7 20) Sheldon: Apparently, I called Stephen Hawking last night.",1,
the Hawking excitation,(9 15) Leonard: You don’t sound very excited about it.,0,
the Hawking excitation,"(9 4) Sheldon: Yeah, I know, top ten, pretty exciting.",0,
the Hawking excitation,"(6 6) Howard: Sheldon, I know Stephen Hawking. I worked with him.",1,
the Hawking excitation,"(10 9) Remote-control Hawking: Gentlemen, start your wheelchairs.",0,
the Hawking excitation,(6 18) Sheldon: How do I get 12-year-old girls excited.,0,
the Hawking excitation,(9 23) Bernadette: Some exciting new anti-anxiety drugs.,0,
the Hawking excitation,(5 21) Raj: I thought he might be a little more excited.,0,
the Hawking excitation,(8 11) Bernadette: She’s just excited about the holidays.,0,
the Hawking excitation,(8 14) Leonard: You will not believe what Stephen Hawking just said.,1,
the Hawking excitation,"(6 6) Stephen Hawking: Hello. I really enjoyed our game, Dr. Cooper.",0,
the Hawking excitation,"(7 5) Amy: Sheldon, I have some exciting news to tell you.",0,
the Hawking excitation,(10 8) Bernadette: I’m running out of ways to act excited.,0,
the Hawking excitation,(10 9) Hawking: I always thought a motorized toy of me would be cool.,0,
the Hawking excitation,"(7 16) Bermadette: Yeah, exciting. Can I ask you something?",1,
the Hawking excitation,"(10 9) Remote-control Hawking: Hey good lookin’, want to go for a spin?",0,
the Hawking excitation,"(8 20) Penny: Hey, Kevin. It’s really exciting to talk to you.",0,
the Hawking excitation,"(7 7) Arthur: This is so exciting, I, I feel like I’m 75 again.",0,
the Hawking excitation,(10 9) Hawking: I understand you’re struggling with professional jealousy.,0,
the Hawking excitation,(10 9) Amy: How can you feel bad if Stephen Hawking says you’re brilliant?,1,
the Hawking excitation,(10 1) Amy: Are you excited to see your son walk down the aisle?,0,
the Hawking excitation,"(10 17) Leonard: Well, she’s so excited, I can’t do that to her.",0,
the Hawking excitation,"(10 16) Sheldon: No, I was just excited to list him as a friend.",0,
the Hawking excitation,"(8 14) Stephen Hawking: Oh, brother, you should see the look on your faces.",1,
the Hawking excitation,"(8 14) Sheldon: Good to see you again, Mr. Stephen-Hawking Liked-Our-Paper.",1,
the Hawking excitation,"(8 14) Leonard: No, no. People don’t talk about surface tension. If you imagine our three-space as the surface of an N-dimensional superfluid bubble… This is exciting. This is really exciting. I have to go find Sheldon.",0,
the Hawking excitation,"(10 23) Bernadette: You’re excited about this opportunity, right?",0,
the Hawking excitation,(8 4) Leonard: Yeah. I’m excited to finally meet your girlfriend.,0,
the Hawking excitation,"(10 23) Leonard: So, are you excited to have your own place again?",0,
the Hawking excitation,"(8 19) Sheldon: Yes. Oh, I’m so excited. And I just can’t hide it.",0,
the Hawking excitation,(6 24) Penny: On a ship? Aren’t they afraid Hawking will just roll overboard?,1,
the Hawking excitation,"(5 21) Howard: Oh, guys, I just remembered. I got you some Hawking souvenirs.",2,
the Hawking excitation,(6 6) Sheldon: It’s been three days. Why hasn’t Stephen Hawking played a word?,1,
the Hawking excitation,"(7 5) Amy: I’ll check my underpants. I’m so excited, I think I peed.",0,
the Hawking excitation,(10 16) Amy: Are you really worried about revealing secrets to Stephen Hawking?,1,
the Hawking excitation,(8 14) Stephen Hawking: I like your paper very much. The premise is intriguing.,0,
the Hawking excitation,"(6 7) Wil: Hi, Sheldon. Thanks for having me. I’m excited to be here.",0,
the Hawking excitation,"(3 10) Bernadette: Really? Oh, that’d be great. How exciting is that?",0,
the Hawking excitation,(8 14) Leonard: Stephen Hawking liked our paper. Said the premise is intriguing.,1,
the Hawking excitation,"(10 9) Hawking: Don’t waste your time on jealousy Sheldon, you’re too brilliant.",1,
the Hawking excitation,"(10 9) Hawking: Don’t worry, I know how you feel. I have never won a Nobel Prize.",1,
Sheldon play Words with Strangers with Steve Hawking,(6 6) Sheldon: It’s been three days. Why hasn’t Stephen Hawking played a word?,2,
Sheldon play Words with Strangers with Steve Hawking,(6 6) Sheldon: Then suffer in silence. Play. Play. Play. (Knock knock knock) Stephen Hawking. (Knock knock knock) Stephen Hawking. (Knock knock knock) Stephen Hawking.,2,
Sheldon play Words with Strangers with Steve Hawking,"(6 6) Sheldon: Yes. I play the word quiver with a triple letter and a double word score for 72 points. That ought to let the air out of your tyres, Hawking.",2,
Sheldon play Words with Strangers with Steve Hawking,"(6 6) Sheldon: I humiliated Stephen Hawking in a game of Words with Friends. He stopped playing, and now we’re not friends anymore.",2,
Sheldon play Words with Strangers with Steve Hawking,"(6 6) Sheldon: I’ll walk you through it. The game is not called Words with Strangers. No, it’s not even called Words with Acquaintances. It is called Words with…",2,
Sheldon play Words with Strangers with Steve Hawking,(6 6) Sheldon: Trying to use a Jedi mind trick to control Stephen Hawking. Play. Play. Ugh! He must be wearing a tinfoil hat or something.,2,
Sheldon play Words with Strangers with Steve Hawking,"(4 2) Leonard: Penny, Steve Wozniak was one of the cofounders of Apple Computer. He and Steve Jobs started it…",0,
Sheldon play Words with Strangers with Steve Hawking,"(6 6) Sheldon: Amy. Why would you give me a word? Now, if I play extract it would be cheating.",1,
Sheldon play Words with Strangers with Steve Hawking,"(6 6) Sheldon: Hmm. Beats me. Now, I know Hawking’s not busy because I can see he’s playing other people right now.",0,
Sheldon play Words with Strangers with Steve Hawking,"(3 2) Sheldon: Howard, don’t embarrass yourself, the science chirps for itself. Humorous word play.",0,
Sheldon play Words with Strangers with Steve Hawking,(6 6) Sheldon: Play. Play. Play. Play. Play.,0,
Sheldon play Words with Strangers with Steve Hawking,"(4 12) Sheldon: Duly noted, Steve from Wichita.",0,
Sheldon play Words with Strangers with Steve Hawking,(4 2) Steve Wozniak: Nerds.,0,
Sheldon play Words with Strangers with Steve Hawking,"(7 12) Sheldon: We can, but thanks to Steve Jobs, we don’t have to.",0,
Sheldon play Words with Strangers with Steve Hawking,(4 2) Howard: Is that Steve Wozniak?,0,
Sheldon play Words with Strangers with Steve Hawking,(4 2) Steve Wozniak: Only fifteenth?,0,
Sheldon play Words with Strangers with Steve Hawking,"(5 21) Leonard: That’s amazing. You’ll be like his pit crew. A word of caution, I would not do your Stephen Hawking impression in front of him.",0,
Sheldon play Words with Strangers with Steve Hawking,(4 4) Leonard: No. Steve Patterson told me.,0,
Sheldon play Words with Strangers with Steve Hawking,"(6 6) Sheldon: Earlier today, I invited Professor Stephen Hawking to join me in the popular online game Words with Friends. Moments ago, he accepted my request. Do you understand what that means?",2,
Sheldon play Words with Strangers with Steve Hawking,"(5 24) Story: Bill Prady, Eric Kaplan & Steve Holland",0,
Sheldon play Words with Strangers with Steve Hawking,"(6 6) Sheldon: Friends! It’s Words with Friends! Which Stephen Hawking and I officially are. Now all I need is a bunk bed with a slide, I’ll have everything I’ve ever wanted since I was six years old.",0,
Sheldon play Words with Strangers with Steve Hawking,"(5 23) Teleplay: Bill Prady, Steve Holland & Maria Ferrari",0,
Sheldon play Words with Strangers with Steve Hawking,"(4 2) Steve Wozniak: Oh, hey. Nice virtual presence device.",0,
Sheldon play Words with Strangers with Steve Hawking,(10 24) Howard: A stranger just lured Sheldon away with a candy bar.,0,
Sheldon play Words with Strangers with Steve Hawking,"(4 2) Steve Wozniak: Yeah, I never got that turtleneck thing.",0,
Sheldon play Words with Strangers with Steve Hawking,(9 17) Sheldon: Professor Hawking.,0,
Sheldon play Words with Strangers with Steve Hawking,(8 14) Sheldon: Professor Hawking?,0,
Sheldon play Words with Strangers with Steve Hawking,(10 9) Sheldon: Professor Hawking.,0,
Sheldon play Words with Strangers with Steve Hawking,"(3 19) Sheldon: It’s a blindingly clever play on words. By appropriating his character’s name and adding the S, we imply that we we’ll be the crushers of Wesley.",0,
Sheldon play Words with Strangers with Steve Hawking,"(6 6) Sheldon: Although, I could play the completely unrelated and better word extract (pronounced with emphasis on ex). Ethical conundrum avoided. Thanks, brain.",0,
Sheldon play Words with Strangers with Steve Hawking,(6 6) Sheldon: It’s Stephen Hawking.,0,
Sheldon play Words with Strangers with Steve Hawking,"(6 6) Sheldon: Ooh, my friend Stephen just played the word act for 18 points. That’s right, I call him Stephen now, because I checked, and he was not okay with Wheels.",1,
Sheldon play Words with Strangers with Steve Hawking,(5 6) Scene: A park bench. Sheldon is sitting. A stranger sits next to him.,0,
Sheldon play Words with Strangers with Steve Hawking,(6 6) Sheldon: Stephen Hawking hates me.,0,
Sheldon play Words with Strangers with Steve Hawking,"(6 6) Sheldon: Yeah, way ahead of you. I will play the word at for two measly points, throwing the game and thus securing my friendship with the smartest man in the world.",0,
Sheldon play Words with Strangers with Steve Hawking,(4 2) Sheldon-bot : It’s still six spots above Steve Jobs. I care neither for turtlenecks nor showmanship.,0,
Sheldon play Words with Strangers with Steve Hawking,"(8 4) Raj: Well, I would never leave you off my list, and not just because, without you, we’re playing fast and loose with the word list.",0,
Sheldon play Words with Strangers with Steve Hawking,"(9 17) Leonard: Yeah, well, don’t be a stranger.",0,
Sheldon play Words with Strangers with Steve Hawking,"(7 2) Sheldon: Oh, very well. I’m no stranger to enjoying the pleasures of solitude. Oh!",0,
Sheldon play Words with Strangers with Steve Hawking,"(9 17) Stephen Hawking (on Skype): Hello, Sheldon.",0,
Sheldon play Words with Strangers with Steve Hawking,"(5 9) Sheldon: Quick, what does a hawk sound like?",0,
Sheldon play Words with Strangers with Steve Hawking,"(10 9) Stephen Hawking (on skype): Hello, Sheldon.",0,
Sheldon play Words with Strangers with Steve Hawking,"(6 6) Sheldon: Oh, but I want to be Hawking’s friend.",0,
Sheldon play Words with Strangers with Steve Hawking,(5 21) Sheldon: Now will you give my paper to Hawking?,0,
Sheldon play Words with Strangers with Steve Hawking,"(6 14) Raj: Two words, 3-D printer. Wait, maybe it’s three words. No, hang on. Okay, one word, a letter and a number and maybe a hyphen. 3-D printer.",0,
Sheldon play Words with Strangers with Steve Hawking,"(5 3) Amy: I have a kinda-sorta boyfriend who’s playing with a model train right now, you don’t hear me bitching about it. Leonard, a word of advice, moody self-obsession is only attractive in men who can play guitar and are considerably taller than you.",0,
Sheldon play Words with Strangers with Steve Hawking,"(9 5) Sheldon: Barry, a word?",0,
Sheldon play Words with Strangers with Steve Hawking,"(7 15) Sheldon: For starters, a bed-and-breakfast forces you to eat with strangers at your table.",0,
Sheldon play Words with Strangers with Steve Hawking,"(6 6) Sheldon: Professor Hawking, how nice of you to call.",0,
Sheldon play Words with Strangers with Steve Hawking,(10 4) Sheldon: Does Stephen Hawking roll through the quad?,0,
Sheldon play Words with Strangers with Steve Hawking,"(5 21) Sheldon: Please, please, please let me meet Hawking.",0,
Sheldon play Words with Strangers with Steve Hawking,(6 18) Sheldon: I got the B word.,1,
Sheldon play Words with Strangers with Steve Hawking,(5 16) Sheldon: All right. I’m no stranger to a little gray matter. Locus coeruleus. Locus coeruleus.,0,
Sheldon play Words with Strangers with Steve Hawking,(5 21) Hawking: I know.,0,
Sheldon play Words with Strangers with Steve Hawking,"(5 21) Sheldon: I’m not asking for me, I’m asking for Hawking.",0,
Sheldon play Words with Strangers with Steve Hawking,"(7 20) Sheldon: Apparently, I called Stephen Hawking last night.",0,
Sheldon play Words with Strangers with Steve Hawking,"(6 6) Howard: Sheldon, I know Stephen Hawking. I worked with him.",0,
Sheldon play Words with Strangers with Steve Hawking,"(1 8) Sheldon: And boring, her words.",0,
Sheldon play Words with Strangers with Steve Hawking,"(8 6) Sheldon: Well, I’m from Texas and you’re from India, we’re no strangers to the fragrant armpit. Next.",0,
Sheldon play Words with Strangers with Steve Hawking,(9 7) Sheldon: Those are very wise words.,1,
Sheldon play Words with Strangers with Steve Hawking,"(1 9) Sheldon: In what words then, exactly",1,
Sheldon play Words with Strangers with Steve Hawking,(8 1) Sheldon: Any word on my stolen items?,1,
Sheldon play Words with Strangers with Steve Hawking,(2 22) Sheldon: I believe it is. The combination of the Star Trek reference and the play on words involving the double-meaning of the verb to go suggests that Leonard is humorously mocking your efforts in space plumbing.,0,
Sheldon play Words with Strangers with Steve Hawking,"(8 14) Sheldon: Good to see you again, Mr. Stephen-Hawking Liked-Our-Paper.",0,
Sheldon play Words with Strangers with Steve Hawking,(7 1) Amy: Mm-hmm. It was rather flattering to have strangers send us drinks.,0,
Sheldon play Words with Strangers with Steve Hawking,(5 17) Sheldon: I’m sorry. We just need a word.,1,
Sheldon play Words with Strangers with Steve Hawking,(5 21) Hawking: Are you saying I do?,0,
Sheldon play Words with Strangers with Steve Hawking,"(4 2) Steve Wozniak: Thanks, we were shooting for nifty. You know, if you had it here, I’d autograph it for you.",0,
Sheldon play Words with Strangers with Steve Hawking,"(1 7) Sheldon: One on one? We don’t play one on one, we play teams, not one on one. One on one!",1,
Sheldon play Words with Strangers with Steve Hawking,(4 5) Sheldon: Let’s make that our word of the day.,0,
Sheldon play Words with Strangers with Steve Hawking,"(10 9) Hawking: Don’t waste your time on jealousy Sheldon, you’re too brilliant.",0,
Sheldon play Words with Strangers with Steve Hawking,(5 21) Scene: Stephen Hawking’s office.,0,
Sheldon play Words with Strangers with Steve Hawking,"(5 21) Hawking: Great, another fainter.",0,
Sheldon play Words with Strangers with Steve Hawking,(7 20) Scene: Stephen Hawking’s office.,0,
Sheldon play Words with Strangers with Steve Hawking,(7 20) Scene: Stephen Hawking’s office.,0,
Sheldon play Words with Strangers with Steve Hawking,(7 20) Stephen Hawking: What a jackass.,0,
Sheldon play Words with Strangers with Steve Hawking,"(2 20) Leonard: You’re right, I really should be asking strangers on the Internet.",0,
Sheldon play Words with Strangers with Steve Hawking,(8 14) Amy: Play it again. Play it again.,0,
Sheldon play Words with Strangers with Steve Hawking,"(6 24) Penny: Wow, Hawking. Good for you.",0,
Sheldon play Words with Strangers with Steve Hawking,"(5 21) Sheldon: Professor Hawking, it’s an honour and a privilege to meet you, sir.",0,
Sheldon play Words with Strangers with Steve Hawking,(7 3) Sheldon: I’m not a child. I know the word ninny.,0,
Sheldon play Words with Strangers with Steve Hawking,(6 21) Sheldon: I take issue with the word compulsive.,0,
Sheldon play Words with Strangers with Steve Hawking,"(8 14) Stephen Hawking: Well, hello there.",0,
Sheldon play Words with Strangers with Steve Hawking,"(5 21) Leonard: Yeah, he worships Hawking.",0,
Sheldon play Words with Strangers with Steve Hawking,(5 21) Sheldon: Humorous. Now will you please present my paper to Professor Hawking?,0,
Sheldon play Words with Strangers with Steve Hawking,(5 18) Leonard (going to living room): Don’t let this be Sheldon playing bongos. Please don’t let this be Sheldon playing bongos.,0,
Sheldon play Words with Strangers with Steve Hawking,"(5 3) Sheldon: Oh, well, then I guess it doesn’t matter which one of you drives me. Let’s play a fun guessing game to see who gets to take me. All right, this four-letter word describes either a printer’s type size or a compulsion to eat dirt.",0,
Sheldon play Words with Strangers with Steve Hawking,(6 6) Howard: You ever hear back from Hawking?,0,
Sheldon play Words with Strangers with Steve Hawking,"(1 10) Sheldon: When we played chess earlier, you were terrific and I can’t wait to play you again. Goodnight.",0,
Sheldon play Words with Strangers with Steve Hawking,(5 21) Hawking: That’s nice. Too bad it’s wrong.,0,
Sheldon play Words with Strangers with Steve Hawking,(6 11) Sheldon: I think the word you’re looking for is bravo.,0,
Sheldon play Words with Strangers with Steve Hawking,(10 7) Sheldon: Your Klingon word-of-the-day calendar’s gone.,0,
Sheldon play Words with Strangers with Steve Hawking,"(7 12) Amy: Sheldon, how many words are you gonna go through?",0,
Sheldon play Words with Strangers with Steve Hawking,"(3 5) Sheldon: I play my endless serpent. Raj will play ecstatic frenzy, which means Larry will have to play chaos overlord, then Captain Sweatpants, molten river. I play nightshade dryad, game, set and match. Now fetch me Wil Wheaton! bortaS bIr jablu’DI’ reH QaQqu’ nay’",0,
Sheldon play Words with Strangers with Steve Hawking,"(5 21) Sheldon: Howard, please. This is Stephen Hawking. Perhaps my only intellectual equal.",0,
Sheldon play Words with Strangers with Steve Hawking,(6 6) Stephen Hawking: Do you like brain teasers?,0,
Sheldon play Words with Strangers with Steve Hawking,"(1 11) Raj: Would you rather go back to the apartment and deal with Sheldon, or have a stranger carve out your corneas with a laser beam?",0,
Sheldon play Words with Strangers with Steve Hawking,(2 7) Sheldon: Well played.,0,
Sheldon play Words with Strangers with Steve Hawking,"(9 4) Together: Thor and Dr. Jones. Thor and Dr. Jones. One plays with lightning, the other plays with bones. Thor and Dr. Jones. Thor and Dr. Jones. One plays with lightning, the other plays with bones.",0,
Sheldon play Words with Strangers with Steve Hawking,"(8 18) Sheldon: You know, you’re right. Yeah. You know, it’s like when Stan Lee and Steve Ditko created Spider-Man. Stan Lee may get all the credit, but Steve Ditko knows he was just as important. Even though Stan Lee gets to be in all the Marvel movies. And. and he’s far richer. And he’s a household name, you know? Whereas, you know, you say Ditko, and that sounds like a company that makes Dits.",0,
What is Amy's job?,(6 5) Amy: Then what’s your job?,2,
What is Amy's job?,"(7 7) Amy: Wow, Penny, good job.",0,
What is Amy's job?,"(7 16) Amy: Hey, you were funny on purpose, good job.",0,
What is Amy's job?,"(3 3) Bethany: No, I meant what do you do for jobs?",1,
What is Amy's job?,(10 24) Amy: I gave you one job. Keep an eye on him. How hard is that?,0,
What is Amy's job?,"(10 22) Zack: So, Penny, what’s going on with you? How’s the job?",0,
What is Amy's job?,"(5 21) Howard: No, about my job. I want you to tell me I’m good at what I do.",0,
What is Amy's job?,(10 15) Amy: Come on. You’ve got so much to feel good about. You’ve got a great job now.,0,
What is Amy's job?,(3 4) Howard: What do you mean you didn’t get the job? How could you not get it?,0,
What is Amy's job?,"(9 8) Dave: I love teaching math, but that would be my dream job. What’s his focus?",0,
What is Amy's job?,"(6 17) Amy: Because she’s your friend, and she did a nice job. I’m sure she’d like to hear it.",0,
What is Amy's job?,"(8 11) Penny: You know what? That was almost on topic. I’m gonna say good job, Sheldon.",0,
What is Amy's job?,(3 2) Prof Crawley: What’s your deal? Are they planning to outsource my job to Bangalore?,0,
What is Amy's job?,(8 2) Amy: Because you got her the job and you think she should be working harder to prepare for it?,1,
What is Amy's job?,"(2 9) Sheldon: We’re going to the movies. What movie? What theatre? What time? If you were trying to make it impossible to locate you, you couldn’t have done a better job.",0,
What is Amy's job?,(10 2) Bernadette: What kind of revenge is that? This woman screwed with my job. She’s got to pay.,0,
What is Amy's job?,"(3 14) Assistant: Of course you don’t. Mr. Cooper, let me just ask you a question. What was your last job?",0,
What is Amy's job?,"(8 15) Sheldon: Well, excuse me, Amy was testing you. I was rooting for you. Good job on that banana box, by the way.",0,
What is Amy's job?,(9 20) Penny: I hate my job.,0,
What is Amy's job?,(6 24) Leonard: I have a job.,0,
What is Amy's job?,(1 4) Sheldon: I got my job back.,0,
What is Amy's job?,(8 20) Leonard: You have a new job.,0,
What is Amy's job?,"(6 16) Amy: I’m your girlfriend. That’s my job. And I know gift-giving puts a lot of pressure on you, so whatever you got me, you can return.",2,
What is Amy's job?,"(9 10) Howard: Mm, boy, that’s one of those jobs that’s boring, boring, boring, then, oh, God, where’s the memo with what we do now?",0,
What is Amy's job?,"(10 22) Penny: Oh, so there’s no job?",0,
What is Amy's job?,(8 24) Penny: I’m focusing on my job.,0,
What is Amy's job?,"(1 5) Lesley: Goodnight guys, good job.",0,
What is Amy's job?,"(5 20) Sheldon: Oh, nice job, man-hands.",0,
What is Amy's job?,(3 14) Sheldon: A menial job. Like yours.,0,
What is Amy's job?,(8 15) Howard: You really did a nice job.,0,
What is Amy's job?,"(9 20) Penny: Doesn’t matter what I want. Look, this job is gonna get me out of debt. So I’m gonna do the grown-up thing and see it through.",0,
What is Amy's job?,(7 23) Wil: Hey. I just lost a job for you.,0,
What is Amy's job?,"(10 1) Susan: Um, Randall’s in between jobs.",0,
What is Amy's job?,"(8 3) Howard: Well, maybe I’ll do a good job.",0,
What is Amy's job?,(3 4) Raj: I’ll take the job. See you Monday.,0,
What is Amy's job?,(3 12) Howard: Good job not making fun of her.,0,
What is Amy's job?,(6 20) Penny: So tenured means a job for life?,0,
What is Amy's job?,"(8 1) Penny: I can’t, I have that job interview.",0,
What is Amy's job?,"(9 11) Arthur: But, uh, what, what about Amy?",0,
What is Amy's job?,"(7 17) Penny: I don’t know what to do. My car threw a rod and it’s totaled. I can’t afford a new one, I have no job, and now I can’t drive to auditions.",0,
What is Amy's job?,"(10 12) Amy: Sheldon, what, what are you doing?",0,
What is Amy's job?,"(8 2) Howard: So, Penny, when’s the new job start?",0,
What is Amy's job?,"(10 12) Howard: Good job, Mommy. I’m proud of you.",0,
What is Amy's job?,"(8 4) Penny: Well, good job. Now she hates me. Ugh.",0,
What is Amy's job?,"(8 2) Sheldon: I’m a teacher, Leonard. It’s my job.",1,
What is Amy's job?,"(8 8) Leonard: Oh, the girls really did a nice job.",0,
What is Amy's job?,"(6 24) Howard: Leonard, I may have gotten you a job.",0,
What is Amy's job?,"(7 19) Wil: Anyway, those jobs can be soul-crushing.",0,
What is Amy's job?,"(3 4) Leonard: Don’t worry, you’ll find another job.",0,
What is Amy's job?,"(9 19) Amy: I’m sorry. What, what am I looking at?",0,
What is Amy's job?,"(10 17) Penny: Well, he has a job. How bad can it be?",0,
What is Amy's job?,"(1 1) Leonard: Wu-uh, do you have some sort of a job?",0,
What is Amy's job?,(8 13) Bernadette: We were talking about Penny’s job.,0,
What is Amy's job?,(5 17) Amy: What’s huge is what you’ve done for me.,0,
What is Amy's job?,"(10 12) Sheldon: It says here that up to 80% of new mothers experience baby blues. And that the best thing to do is reassure them that they’re doing a good job. Bernadette, you are doing a good job.",0,
What is Amy's job?,(3 13) Penny: Is he quitting his job at the university?,0,
What is Amy's job?,(7 16) Howard: You don’t think I did a good job up there?,0,
What is Amy's job?,(7 13) Penny: Do you think quitting my job was a mistake?,0,
What is Amy's job?,(3 4) Raj: Then you leave me no choice. I accept the job.,0,
What is Amy's job?,"(9 14) Meemaw: So, Penny, I understand you have a new job.",0,
What is Amy's job?,"(4 2) Penny: Oh. Wow. Good job. Okay, um, can you do this?",0,
What is Amy's job?,(6 7) Amy: What?,0,
What is Amy's job?,(7 2) Amy: What?,0,
What is Amy's job?,(7 5) Amy: What?,0,
What is Amy's job?,(9 16) Amy: What?,0,
What is Amy's job?,(9 16) Amy: What?,0,
What is Amy's job?,(10 5) Amy: What?,0,
What is Amy's job?,(9 10) Amy: What?,0,
What is Amy's job?,(10 2) Amy: What?,0,
What is Amy's job?,(6 23) Amy: What?,0,
What is Amy's job?,(8 14) Amy: What?,0,
What is Amy's job?,(5 19) Amy: What?,0,
What is Amy's job?,(6 15) Amy: What?,0,
What is Amy's job?,"(7 19) Leonard: Two women at the same time? Nice job, playa.",0,
What is Amy's job?,(2 14) Leonard: You’ve had an acting job where you got paid?,0,
What is Amy's job?,(9 8) Raj: And you’re afraid it’ll do a better job than you?,0,
What is Amy's job?,"(7 19) Amy: What-what do you want, like, Thai food? A burger?",0,
What is Amy's job?,"(8 2) Amy (on phone): Hey, girlfriend. Can I get a what what?",1,
What is Amy's job?,"(6 3) Sheldon: Flattery will not get you this job, Ms. Jenson.",0,
What is Amy's job?,(7 6) Amy: And what?,0,
What is Amy's job?,(9 19) Amy: Do what?,0,
What is Amy's job?,"(6 2) Dimitri: If you do good job, next time we give you brush.",0,
What is Amy's job?,"(7 6) Sheldon (not in Amy’s daydream, now in the Cheesecake Factory): Amy? Amy? Did you hear what I said?",0,
What is Amy's job?,"(4 10) Amy: It’s not what I want to do, it’s what I have to do.",0,
What is Amy's job?,(9 11) Amy: Obi-what?,0,
What is Amy's job?,(9 18) Amy: See what?,0,
What is Amy's job?,(9 2) Amy: What baby?,0,
What is Amy's job?,(4 10) Amy: Ask what?,0,
What is Amy's job?,"(9 8) Sheldon: People compete for jobs and trophies, why not me?",0,
What is Amy's job?,(3 4) Penny (from outside): Why doesn’t he just get another job?,0,
What is Amy's job?,"(3 4) Sheldon: Raj, did you get the job with Professor Laughlin?",0,
What is Amy's job?,"(3 12) Bernadette: How’s your work going, Penny? Any acting jobs?",0,
What is Amy's job?,"(6 19) Raj: These spring rolls are amazing. Good job, Bernadette.",0,
What is Amy's job?,(9 14) Amy: What ring?,0,
What is Amy's job?,(10 9) Amy: What’s up?,0,
